Factura,RECOMENDACION,Transporte,DIRECCION,COSTO,Nombre_Cliente,Nombre_Extran,Quantity,DESTINO,FECHA DE ENVIO,ESTATUS,FECHA ACTUAL,SERVICIO,FECHA DE PROGRAMACION
242311,TRES GUERRAS,Cobro Regreso,"BOULEVARD MALECON SAN JOSE S/N, ZONA HOTELERA, 23400, LOS CABOS, BCS",113.86,DECAMERON,DECAMERON ALL INCLUSIVE HOTELS & RESORTS A0157902,20,"LOS CABOS, BCS.",,,,,11/08/2026
242312,SANCHEZ,Cobro Regreso,"CALLE LAZARO CARDENAS 150, COLONIA LA DORADA, 63732, BUCERIAS, NAY",35.05257143,DECAMERON,DECAMERON COMPLEX A0157904,20,"BUCERIAS, NAY.",,,,,11/08/2026
242313,TRES GUERRAS,Cobro Regreso,"BLVD. AGUA CALIENTE #9985, CALETTE DE LA DELEFACION ZONA CENTRO, 22024, TIJUANA, BC",3892.58,IMPULSORA PLAZA VILLA HERMOSA,CITY EXPRESS PLUS TIJUANA TOREO (CPTIJ),1,"TIJUANA, BC.",,,,,11/08/2026
242314,TRES GUERRAS,Cobro Regreso,"CARRETERA 57 S/N, LOMAS DEL MIRADOR, 26070, PIEDRAS NEGRAS, COA",89.0,MOTELES CASA BLANCA,QUALITY INN PIEDRAS NEGRAS (143217),3,"PIEDRAS NEGRAS, COA.",,,,,11/08/2026
242315,TRES GUERRAS,Cobro Regreso,"AV. UNIVERSIDAD 501 NTE., ROBLE, 66450, SAN NICOLAS DE LOS GARZA, NL",60.0,OPERADORA DE HOTELES LA FE,WYNDHAM GARDEN MONTERREY NORTE (HIN),1,"SAN NICOLAS DE LOS GARZA, NL.",,,,,11/08/2026
242316,TRES GUERRAS,Cobro Regreso,"PERIFERICO DE LA JUVENTUD #6108, DESARROLLO COMERCIAL EL SAUCITO, 31110, CHIHUAHUA, CHI",631.28,IMPULSORA PLAZA GUADALUPE,CITY EXPRESS CHIHUAHUA (CECHI),4,"CHIHUAHUA, CHI.",,,,,11/08/2026
242317,TRES GUERRAS,Cobro Regreso,"CALLE F # 2473, LIBERTAD, 21030, MEXICALI, BC",3892.58,DISTRIBUIDORA JOFA,DISTRIBUIDORA JOFA,5,"MEXICALI, BC.",,,,,11/08/2026
242318,LOCAL,Cobro Destino,"PRIVADA DEL GALLO 1525, LA AURORA, 44460, GUADALAJARA, JAL",0.0,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,1,"GUADALAJARA, JAL.",,,,,11/08/2026
242319,TRES GUERRAS,Cobro Regreso,"AV PRIMERO DE MAYO 223, SAN PEDRO DE LOS PINOS, 03800, CIUDAD DE MEXICO, CMX",102.6333333,OPERADORA HOTELERA ROYAL,HOLIDAY INN CIUDAD DE MEXICO TRADE CENTER A0206024 (MEXTC),1,"CIUDAD DE MEXICO, CMX.",,,,,11/08/2026
242320,LOCAL,Cobro Destino,"PRIVADA DEL GALLO 1525, LA AURORA, 44460, GUADALAJARA, JAL",0.0,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,1,"GUADALAJARA, JAL.",,,,,11/08/2026
242321,TRES GUERRAS,Cobro Regreso,"AV.HIDALGO NO.3408-A, FLORES, 89220, TAMPICO, TAM",60.0,TAMPICO INN,COMFORT INN TAMPICO (143207),10,"TAMPICO, TAM.",,,,,11/08/2026
242323,ONE,Tres Guerras C.Regreso,"JOSE MARIA CHAVEZ # 2010, CD.INDUSTRIAL, 20290, AGUASCALIENTES, AGS",50.42,FIDEICOMISO F/1596,ONE AGUASCALIENTES SUR (1AGCI),80,"AGUASCALIENTES, AGS.",,,,,11/08/2026
242327,TRES GUERRAS,Cobro Destino,"MELCHOR OCAMPO #165, CENTRO, 78000, SAN LUIS POTOSI, SLP",60.0,DESINPO,DESINPO,1,"SAN LUIS POTOSI, SLP.",,,,,11/08/2026
242328,TRES GUERRAS,Cobro Regreso,"DR ATL #2282, ZONA URBANA RIO TIJUANA, 22010, TIJUANA, BC",3892.58,IMPULSORA CITY RIO,CITY EXPRESS TIJUANA RIO (CETIR),5,"TIJUANA, BC.",,,,,11/08/2026
242329,TINY PACK,Cobro Destino,"BLVD JESUS GARCIA MORALES 569 A, EL LLANITO, 83174, HERMOSILLO, SON",135.86,OPERADORA DIQUI,COMFORT INN HERMOSILLO AEROPUERTO (143197),1,"HERMOSILLO, SON.",,,,,11/08/2026
242330,TRES GUERRAS,Cobro Regreso,"BOULEVARD ADOLFO LOPEZ MATEOS 2500 E INT 3, SAN ISIDRO DE JEREZ, 37530, LEON, GTO",60.0,ANTARES OPERADORA HOTELERA Y DE SERVICIOS,SLEEP INN LEON ANTARES (143228),6,"LEON, GTO.",,,,,11/08/2026
242331,TINY PACK,Cobro Regreso,"AVENIDA CAMARON SABALO 51, ZONA DORADA, 82110, MAZATLAN, SIN",51.37931034,OPERADORA TORNAZ DE MAZATLAN,EMPORIO MAZATLAN,10,"MAZATLAN, SIN.",,,,,11/08/2026
242332,TRES GUERRAS,Cobro Regreso,"CALLE SIN NOMBRE 100 ESQ. CARRETERA FEDERAL PT, GUANAJAY, 86600, PARAISO, TAB",89.0,OPERADORA TURISTICA RABATTE,HOLIDAY INN EXPRESS PARAISO DOS BOCAS (VSAGA),3,"PARAISO, TAB.",,,,,11/08/2026
242333,ONE,Cobro Regreso,"AV REVOLUCION #2703, LADRILLERA, 64830, MONTERREY, NL",51.36571429,IMPULSORA PLAZA VILLA HERMOSA,CITY EXPRESS PLUS MONTERREY SUR (CEMTR),5,"MONTERREY, NL.",,,,,11/08/2026
242336,TRES GUERRAS,Cobro Regreso,"CALLE F # 2473, LIBERTAD, 21030, MEXICALI, BC",3892.58,DISTRIBUIDORA JOFA,DISTRIBUIDORA JOFA,13,"MEXICALI, BC.",,,,,11/08/2026
242338,FLETES DE REGRESO,CEDIS Cancún,"Entre Calle HOTEL OASIS AKUMAL Y Calle HACIENDA DOÑA ISABEL SN, Akumal, 77776, Tulum, QR",80.0,REPRESENTACIONES TURISTICAS MEXICO,BAHIA PRINCIPE,50,"Tulum, QR.",,,,,11/08/2026
242339,FLETES DE REGRESO,Cobro Regreso,"Entre Calle HOTEL OASIS AKUMAL Y Calle HACIENDA DOÑA ISABEL SN, Akumal, 77776, Tulum, QR",80.0,REPRESENTACIONES TURISTICAS MEXICO,BAHIA PRINCIPE,18,"Tulum, QR.",,,,,11/08/2026
242195,TRES GUERRAS,Cobro Regreso,"BLVD EL GRECO # 45, EL GRECO, 84066, NOGALES, SON",89.0,FIDEICOMISO F/1596,FAIRFIELD MARRIOT NOGALES A0097801,1,"NOGALES, SON.",,,,,11/08/2026
242196,TINY PACK,Cobro Destino,"PASEO DEL CAMPESTRE #389, FRACC. CAMPESTRE LA ROSITA, 27250, TORREON, COA",54.69,RINCON DEL MONTERO,RINCON DEL MONTERO,1,"TORREON, COA.",,,,,11/08/2026
242197,LOCAL,Transporte LOCAL,"AVENIDA CORONA #243, CENTRO, 44100, GUADALAJARA, JAL",0.0,PERLA TAPATIA,HOTEL MORALES,2,"GUADALAJARA, JAL.",,,,,11/08/2026
242276,TRES GUERRAS,Cobro Destino,"CALZADA RUIZ CORTINES 258, COSTA VERDE, 94294, BOCA DEL RIO, VER",2306.95,HOTEL BELLO VERACRUZ,HOTEL BELLO VERACRUZ,10,"BOCA DEL RIO, VER.",,,,,11/08/2026
