Factura,Almacen,Fecha_Conta,Cliente,Nombre_Cliente,Nombre_Extran,Domicilio,Colonia,Cuidad,Estado,CP,CAJAS,SURTIDOR,PAQUETERIA,FECHA,INCIDENCIA
235187,1,2026-02-26,C05352,PINNACLE INVESTMENTS,RESORTS BY PINNACLE,PULPITO # 180,EMILIANO ZAPATA,PUERTO VALLARTA,JAL,48380,1,,,,
235188,1,2026-02-26,C08928,OPERADORA DE HOTELES CATEDRAL,HOLIDAY INN EXPRESS SATELITE (MEXCA),CTO ARQUITECTOS 3,CIUDAD SATELITE,NAUCALPAN DE JUAREZ,DF2,53100,3,,,,
235189,1,2026-02-26,C09585,TURISTICA MARVAGO,GARDEN INN URUAPAN,PASEO LAZARO CARDENAS #1223,LA MAGDALENA,URUAPAN,MCH,60080,554,,,,
235190,1,2026-02-27,C09629,EQUILIMP,EQUILIMP QUERETARO,AV PEÑUELAS 5 INT:3,SAN PEDRITO PEÑUELAS,QUERETARO,QUE,76148,92,,,,
235191,1,2026-02-27,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,15,,,,
235194,3,2026-02-27,C08911,AITANA HOTELERA,THE FIVES BEACH,CAMINO DE ACCESO A XCALACOCO EL LIMONAR # EXT 1,CENTRO,PLAYA DEL CARMEN,QR,77710,6,,,,
235195,1,2026-02-27,C03733,MAJAHUA RESORTS,ONE & ONLY MANDARINA,CARRETERA FEDERAL LIBRE 200 TEPIC-PUERTO VALLARTA,EL MONTEON,COMPOSTELA,NAY,63724,50,,,,
235196,1,2026-02-27,C07738,BOTANICAROMATICA,XINU,Rio Misisipi # 58,Cuauhtemoc Delegación cuauhtémoc,CIUDAD DE MEXICO,CMX,06500,21,,,,
235198,1,2026-02-27,C04922,AUDELIA PEREZ LEON,PRODUCTOS DE LIMPIEZA DEL VALLE,MELCHOR OCAMPO # 717,CENTRO,OAXACA DE JUAREZ,OAX,68000,213,,,,
235199,1,2026-02-27,C09623,RICARDA LOPEZ MORALES,RICARDA LOPEZ MORALES,CALLE CUATLIQUE 03 INT 04,MAGISTERIAL,LOS CABOS,BCS,23472,1,,,,
235200,1,2026-02-27,C09513,GRUPO JA Y XIMA,GRUPO JA Y XIMA,CALLE PORFIRIO DIAZ 9,CENTRO,TAMIAHUA,VER,92560,1,,,,
235201,1,2026-02-27,C08316,ETG RESORTS,HOTEL LOS CABOS GOLF RESORTS,VIA DE CARLOS L. 601KM 3.7,RESIDENCIAL  COUTRY CLUB,LOS CABOS,BCS,23463,15,,,,
235202,1,2026-02-27,C07497,OPERADORA BASE,HOTEL SIERRA REAL,AV FERROCARRIL 412 ENTRE 5 DE MAYO Y POMPA,ALTAMIRA,SANTIAGO PAPASQUIARO,DUR,34635,1,,,,
235203,1,2026-02-27,C09489,MAYTO PARADISE CLUB,HOTEL MAYTO,AV. CUBILETE #721,CHAPALITA SUR,ZAPOPAN,JAL,45040,10,,,,
235204,3,2026-02-27,C06798,CARLOS & CARLOS MARKETING,CASA CALLAWAY,5TA AVENIDA ESQUINA CALLE 38 EDIFICIO MIMOSA,CENTRO,PLAYA DEL CARMEN,QR,77710,2,,,,
235205,1,2026-02-27,C08160,SERRA DO SUIDO,MOTEL SCALA,CARRETERA A LAREDO KM 16,BALCONES DEL NORTE,GENERAL ESCOBEDO,NL,66052,2,,,,
235206,1,2026-02-27,C08778,CLARISSA MORTEO PEREZ,MOTEL BARCELONA,CALLE CAOBA 383,LOS SAUCES,TEPIC,NAY,63197,4,,,,
235207,1,2026-02-27,C08778,CLARISSA MORTEO PEREZ,MOTEL BARCELONA,CALLE CAOBA 383,LOS SAUCES,TEPIC,NAY,63197,8,,,,
235208,1,2026-02-27,C01774,GEORGINA GUADALUPE VILLASEÑOR DEL CASTILLO,HOTEL STORE PUERTO VALLARTA,AV TEPIC NORTE 473,MEZCALES,BAHIA DE BANDERAS,NAY,63732,18,,,,
235209,1,2026-02-27,C08582,SERVICIOS TURISTICOS DE SALTILLO,VOCO SALTILLO (SLWVC,BLVD VENUSTIANO CARRANZA 8800,VALLE HERMOSO,SALTILLO,COA,25208,2,,,,
235210,1,2026-02-27,C07058,INVERSIONES HOTELERAS LEON-BAJIO,FAIRFIELD INN AND SUITES SILAO,PLAZA DE LA PAZ No. 102,PUERTO INTERIOR,SILAO,GTO,36275,1,,,,
235211,1,2026-02-27,C00199,OPERADORA HOTEL SANTA FE,HOTEL SANTA FE VILLA GROUP,I. ZARAGOZA S/N ESQ.ALVARO OBREGON,CENTRO,CABO SAN LUCAS,BCS,23450,8,,,,
235215,1,2026-02-27,C09506,A 4,HOTEL EX HACIENDA CHAUTLA PUEBLA TRADEMARK COLLECTION BY WYNDHAM,CARRETERA TLAX-APIZACO CALLE INDEPENDENCIA KM 10,SANTA MARIA ATLLIHUETZIAN,YAUHQUEMEHCAN,TLA,90459,1,,,,
235216,1,2026-02-27,C09607,PROMOTORA DEVI,HAMPTON INN MONTERREY TEC,DIAGONAL #120,ROMA,MONTERREY,NL,64700,302,,,,
235217,1,2026-02-27,C08316,ETG RESORTS,HOTEL LOS CABOS GOLF RESORTS,VIA DE CARLOS L. 601KM 3.7,RESIDENCIAL  COUTRY CLUB,LOS CABOS,BCS,23463,1,,,,
235219,1,2026-02-27,C09682,BANCO SANTANDER MEXICO,"BANCO SANTANDER MEXICO S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO SANTANDER MEXICO",PROL PASEO DE LA REFORMA 500 INT 206,LOMAS DE SANTA FE,ALVARO OBREGON,CMX,01219,1,,,,
235220,1,2026-02-27,C09682,"BANCO SANTANDER MEXICO S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO SANTANDER MEXICO","BANCO SANTANDER MEXICO S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO SANTANDER MEXICO",PROL PASEO DE LA REFORMA 500 INT 206,LOMAS DE SANTA FE,ALVARO OBREGON,CMX,01219,1,,,,
235221,1,2026-02-27,C05279,BOTANICUS,BOTANICUS,Local C-1 Planta baja Av. Vicente Guerrero #110,Lomas de la Selva,CUERNAVACA,MOR,62270,1,,,,
235222,1,2026-02-27,C05279,BOTANICUS,BOTANICUS,Local C-1 Planta baja Av. Vicente Guerrero #110,Lomas de la Selva,CUERNAVACA,MOR,62270,1,,,,
235223,1,2026-02-27,C05279,BOTANICUS,BOTANICUS,Local C-1 Planta baja Av. Vicente Guerrero #110,Lomas de la Selva,CUERNAVACA,MOR,62270,1,,,,
235224,1,2026-02-27,C08914,JESUS JOAQUIN RUBIO GARCIA,HOTEL NAVOLA INN,BOULEVARD PERO INFANTE 2222,DESARROLLO URBANO TRES RIOS,CULIACAN,SIN,80020,2,,,,
235225,1,2026-02-27,C06475,ANABEL GONZALEZ NAVARRO,HOTEL REAL VICTORIA,SAMARTIN #265,CENTRO,TEPATITLAN DE MORELOS,JAL,47600,8,,,,
235226,1,2026-02-27,C04991,RODOLFO HERNANDEZ GONZALEZ,PROLIMZA,GENERAL PUEBLITA #220,ZACAPU CENTRO,ZACAPU,MCH,58600,4,,,,
235227,1,2026-02-27,C08529,HOTELERIA SUSTENTABLE DEL PACIFICO,HOLIDAY INN EXPRESS GUAYMAS (GYMSO),CALZADA AGUSTIN GARCIA LOPEZ  1298,LAS QUINTAS,GUAYMAS,SON,85448,4,,,,
235228,1,2026-02-27,C03282,HABITACIONES EN RENTA DE MEXICO,HABITACIONES EN RENTA DE MEXICO,PROLONGACION SAGREDO 253 INT 2,GUADALUPE INN,ALVARO OBREGÓN,CMX,01020,4,,,,
235229,13,2026-02-27,C02351,GILCHRIST & SOAMES,GILCHRIST & SOAMES,"2425 E. PERRY ROAD, SUITE 150",TAX ID 26-0871731,PLAINFIELD,IN,46168,168,,,,
235230,1,2026-02-27,C09473,CASA BOUTIQUE FLOR DE CAFE,CASA BOUTIQUE FLOR DE CAFE,BAHIA DE CHACHALACAS 36,VERONICA ANZURES,MIGUEL HIDALGO,CMX,11300,1,,,,
235231,1,2026-02-27,C05024,JORGE HUMBERTO SANCHEZ IBARRA,HOTEL FRAYJUNIPERO,Lerdo #23 poniente,CENTRO,TEPIC,NAY,63000,35,,,,
235232,1,2026-02-27,C09538,MOTELES DE CALIFORNIA,POSADA EL REY SOL,BLANCARTE 130,ZONACENTRO,ENSENADA,BC,22800,1,,,,
235233,13,2026-02-27,C02351,GILCHRIST & SOAMES,GILCHRIST & SOAMES,"2425 E. PERRY ROAD, SUITE 150",TAX ID 26-0871731,PLAINFIELD,IN,46168,288,,,,
235234,1,2026-02-27,C04695,FIDEICOMISO IRREVOCABLE DB/1616,HOLIDAY INN EXPRESS & SUITES TOLUCA APTO(TLUZO),BOULEVARD MIGUEL ALEMÁN  55,PARQUE INDUSTRIAL LERMA,Toluca,MEX,52000,10,,,,
235235,1,2026-02-27,C08819,ESTANCIAS PROLONGADAS,PARKLIFE GUADALAJARA,DIAGONAL SAN JORGE #93,COL. VALLARTA SAN JORGE,GUADALAJARA,JAL,44690,8,,,,
235236,1,2026-02-27,C09591,NOGUEIRA,ECONO EXPRESS HOTEL,CALZADA DE TLALPAN 1035,AMERICAS UNIDAS,ALC. BENITO JUAREZ,CMX,03610,1,,,,
235237,13,2026-02-27,C02351,GILCHRIST & SOAMES,GILCHRIST & SOAMES,"2425 E. PERRY ROAD, SUITE 150",TAX ID 26-0871731,PLAINFIELD,IN,46168,816,,,,
235238,1,2026-02-27,C09677,FORZA DG,UNIKO LIVING ROMA,PUEBLA 36,ROMA NORTE,CUAUHTEMOC,CMX,06700,1,,,,
235239,1,2026-02-27,C01730,SANTIAGO GUZMAN OSORNO,HOTEL SANTA FE TLATLAUQUITEPEC,PORTAL MORELOS # 5,CENTRO,TLATLAUQUITEPEC,PUE,73900,1,,,,
235240,13,2026-02-27,C02351,GILCHRIST & SOAMES,GILCHRIST & SOAMES,"2425 E. PERRY ROAD, SUITE 150",TAX ID 26-0871731,PLAINFIELD,IN,46168,69,,,,
235241,1,2026-02-27,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,4,,,,
235242,13,2026-02-27,C02351,GILCHRIST & SOAMES,GILCHRIST & SOAMES,"2425 E. PERRY ROAD, SUITE 150",TAX ID 26-0871731,PLAINFIELD,IN,46168,168,,,,
235243,13,2026-02-27,C02351,GILCHRIST & SOAMES,GILCHRIST & SOAMES,"2425 E. PERRY ROAD, SUITE 150",TAX ID 26-0871731,PLAINFIELD,IN,46168,444,,,,
235245,13,2026-02-27,C02351,GILCHRIST & SOAMES,GILCHRIST & SOAMES,"2425 E. PERRY ROAD, SUITE 150",TAX ID 26-0871731,PLAINFIELD,IN,46168,375,,,,
235246,13,2026-02-27,C02351,GILCHRIST & SOAMES,GILCHRIST & SOAMES,"2425 E. PERRY ROAD, SUITE 150",TAX ID 26-0871731,PLAINFIELD,IN,46168,240,,,,
235249,1,2026-02-27,C09490,5 ARTECNICA CORPORATIVO,HOTEL EX HACIENDA CHAUTLA PUEBLA TRADEMARK COLLECTION BY WYNDHAM,CARRETERA TLAX-APIZACO CALLE INDEPENDENCIA KM 10,SANTA MARIA ATLLIHUETZIAN,YAUHQUEMEHCAN,TLA,90459,1,,,,
235250,13,2026-02-27,C02351,GILCHRIST & SOAMES,GILCHRIST & SOAMES,"2425 E. PERRY ROAD, SUITE 150",TAX ID 26-0871731,PLAINFIELD,IN,46168,75,,,,
235251,1,2026-02-28,C09544,TIJUANA INMOBILIARIA TURISTICA,RED LOVE,BLVD. INSURGENTES 17075,ZONA URBANA RIO TIJUANA,TIJUANA,BC,22010,30,,,,
235252,1,2026-02-28,C09538,MOTELES DE CALIFORNIA,POSADA EL REY SOL,BLANCARTE 130,ZONACENTRO,ENSENADA,BC,22800,4,,,,
235253,1,2026-02-28,C02413,SINERGIA INMOBILIARIA DE MEXICO,CITY EXPRESS TORREON (CETRC),PERIFERICO RAUL LOPEZ SANCHEZ #5500,EL FRESNO,TORREON,COA,27018,8,,,,
235254,3,2026-02-28,C09580,FONTAC,MOTTO BY HILTON TULUM (CZMTU),COBA SUR MZ 006 LT 001,CENTRO,Tulum,QR,77760,8,,,,
235255,1,2026-02-28,C09660,FDNR PROVEEDORA,SLEEP INN MONCLOVA,BLVD. HAROLD R PAPE #2008,JARDINES DEL VALLE,MONCLOVA,COA,25732,1,,,,
235256,1,2026-02-28,C05352,PINNACLE INVESTMENTS,RESORTS BY PINNACLE,PULPITO # 180,EMILIANO ZAPATA,PUERTO VALLARTA,JAL,48380,3,,,,
235264,1,2026-02-28,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,1,,,,
235265,1,2026-02-28,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,1,,,,
235266,1,2026-02-28,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,1,,,,
235268,1,2026-03-02,C08011,FIDEICOMISO F/1596,FIESTA INN PERIFERICO SUR (FFISUR),PERIFERICO SUR No.5530,CENTRO COMERCIAL GRAN SUR,MEXICO,DF2,04700,1,,,,
235269,1,2026-03-02,C02413,SINERGIA INMOBILIARIA DE MEXICO,CITY EXPRESS TORREON (CETRC),PERIFERICO RAUL LOPEZ SANCHEZ #5500,EL FRESNO,TORREON,COA,27018,10,,,,
235270,1,2026-03-02,C05465,GRUPO POSADAS,FIESTA INN PUEBLA LAS ANIMAS (FIPLA),39 PONIENTE # 3515,LAS ANIMAS,PUEBLA,PUE,72400,40,,,,
235271,3,2026-03-02,C07204,GRUPO INMOBILIARIO ROSETTA,CITY EXPRESS PLAYA DEL CARMEN (CEPDC),AV. BALAMKANCHE LOTE 4 MZNA 30,PLAYA CAR FASE II,PLAYA DEL CARMEN,QR,77710,4,,,,
235272,1,2026-03-02,C05486,GRUPO POSADAS,FIESTA INN MEXICO CENTRO HISTORICO  (FICEN),AV.JUAREZ No.76,CENTRO,MEXICO,DF,06600,50,,,,
235273,3,2026-03-02,C07204,GRUPO INMOBILIARIO ROSETTA,CITY EXPRESS PLAYA DEL CARMEN (CEPDC),AV. BALAMKANCHE LOTE 4 MZNA 30,PLAYA CAR FASE II,PLAYA DEL CARMEN,QR,77710,12,,,,
235274,1,2026-03-02,C05936,FIDEICOMISO F/1596,FIESTA INN PUERTO VALLARTA LA ISLA (FIPVT),FCO MED ASCENCIO 2479,ZONA HOTELERA NORTE,PUERTO VALLARTA,JAL,48333,4,,,,
235275,1,2026-03-02,C07116,SEA CABIN GROUP,CABIN GROUP,AV AVILA CAMACHO 1430,MEZQUITAN COUNTRY,GUADALAJARA,JAL,44260,12,,,,
235276,1,2026-03-02,C05486,GRUPO POSADAS,FIESTA INN MEXICO CENTRO HISTORICO  (FICEN),AV.JUAREZ No.76,CENTRO,MEXICO,DF,06600,12,,,,
235277,1,2026-03-02,C05494,GRUPO POSADAS,FIESTA INN INSURGENTES SUR (FITIN),MERCADERES No. 20,SAN JOSE INSURGENTES,MEXICO,DF,03900,1,,,,
235278,1,2026-03-02,C05485,GRUPO POSADAS,FIESTA INN AEROPUERTO FIAPT,BLVD.PASEO DEL AEROPUERTO No.502,MOCTEZUMA 2DA. SECCION,MEXICO,DF,15530,3,,,,
235279,1,2026-03-02,C03322,FIDEICOMISO F/1596,FIESTA INN CUAUTITLAN (FFICUA),AV.CHALMA ESQ. AUTOPISTA MEX-QRO.LOTE 8,JARDINES DE LA HACIENDA,CUAUTITLAN,MEX,54720,3,,,,
235280,1,2026-03-02,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,3,,,,
235281,1,2026-03-02,C09421,GRUPO AGC INTERNACIONAL,GRUPO AGC,AV. 18 DE MARZO 704 BODEGA ALCE,LA NOGALERA,GUADALAJARA,JAL,44470,1120,,,,
235282,1,2026-03-02,C02322,CORPORATIVO DE SERVICIOS TURISTICOS XOCHITEPEC,FIESTA AMERICANA CUERNAVACA  (FAHP),REFORMA  # 2 FRACC. REAL DEL PUENTE,FRACC. REAL DEL PUENTE,XOCHITEPEC,MOR,62790,2000,,,,
235283,1,2026-03-02,C08358,PAKEAH,"HILTON VALLARTA RIVIERA ALL-INCLUSIVE RESORT,PUERTO VALLARTA,MEXICO (PVRPA)",CARRETERA BARRA DE NAVIDAD KM 4.5,ZONA HOTELERA SUR,PUERTO VALLARTA,JAL,38390,38,,,,
235284,1,2026-03-02,C03653,VALLARTA GRUPO CONSTRUCTOR E INMOBILIARIO,VALLARTA GRUPO CONSTRUCTOR,CALLE CERNICALO 155,LA AURORA,GUADALAJARA,JAL,44460,7000,,,,
235285,1,2026-03-02,C03653,VALLARTA GRUPO CONSTRUCTOR E INMOBILIARIO,VALLARTA GRUPO CONSTRUCTOR,CALLE CERNICALO 155,LA AURORA,GUADALAJARA,JAL,44460,18000,,,,
235286,1,2026-03-02,C09660,FDNR PROVEEDORA,SLEEP INN MONCLOVA,BLVD. HAROLD R PAPE #2008,JARDINES DEL VALLE,MONCLOVA,COA,25732,13,,,,
235287,1,2026-03-02,C09341,OPERACIONES HOTELERAS DE IXTAPAN DE LA SAL,FIESTA AMERICANA HACIENDA IXTAPAN DE LA SAL (FAHI),JOSE MARIA MORELOS 44,FRACC BUGAMBILIAS,IXTAPAN DE LA SAL,MEX,51900,5,,,,
235288,1,2026-03-02,C05486,GRUPO POSADAS,FIESTA INN MEXICO CENTRO HISTORICO  (FICEN),AV.JUAREZ No.76,CENTRO,MEXICO,DF,06600,6,,,,
235289,1,2026-03-02,C01546,FIDEICOMISO F/1596,FIESTA INN CIUDAD JUAREZ (FICDJ),PASEO TRIUNFO DE LA REPUBLICA No.3451,ZONA PRONAF,CD.JUAREZ,CHI,32315,2,,,,
235290,1,2026-03-02,C05359,FIDEICOMISO F/1596,FIESTA AMERICANA HERMOSILLO (FAHE),BOULEVARD FRANCISCO EUSEBIO KINO  369,LOMAS PITIC,HERMOSILLO,SON,83010,2,,,,
235291,3,2026-03-02,C07431,HOTELERA PLAYA PARAISO,IBEROSTAR PLAYA PARAISO,CARRETERA CHETUMAL PTO JUAREZ KM 309,PLAYA PARAISO,PLAYA DEL CARMEN,QR,77710,9,,,,
235292,3,2026-03-02,C07297,ALMACENES PALACE RESORTS,PALACE RESORTS,KM 21 MZA 01 LOTE 1 11 EDIF A,SM 47 CARRET CANCUN PTO MORELOS,CANCUN,QR,77506,188,,,,
235293,3,2026-03-02,C07297,ALMACENES PALACE RESORTS,PALACE RESORTS,KM 21 MZA 01 LOTE 1 11 EDIF A,SM 47 CARRET CANCUN PTO MORELOS,CANCUN,QR,77506,27,,,,
235294,1,2026-03-02,CLIESP,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,PRIVADA DEL GALLO 1525,LA AURORA,GUADALAJARA,JAL,44460,1,,,,
235295,1,2026-03-02,C09599,MARTHA LUCERO RUIZ URIBE,COMFORT INN MORELIA,AV. PERIODISMO #2111,JARDINES DE TORREMOLINOS,MORELIA,MCH,58197,6,,,,
235296,1,2026-03-02,C09599,MARTHA LUCERO RUIZ URIBE,COMFORT INN MORELIA,AV. PERIODISMO #2111,JARDINES DE TORREMOLINOS,MORELIA,MCH,58197,1,,,,
235297,1,2026-03-02,C07318,IMPULSORA PLAZA JUAREZ,CITY EXPRESS LOS MOCHIS (CELMM),BLVD CENTENARIO No 1135,LAS DELICIAS,LOS MOCHIS,SIN,81277,1,,,,
235298,1,2026-03-02,C07318,IMPULSORA PLAZA JUAREZ,CITY EXPRESS LOS MOCHIS (CELMM),BLVD CENTENARIO No 1135,LAS DELICIAS,LOS MOCHIS,SIN,81277,21,,,,
235299,1,2026-03-02,C00875,ALCOVENDAS HOTELERA,MOTEL RIAZOR,AV VALLARTA  #6416,CD GRANJA,ZAPOPAN,JAL,45010,22,,,,
235300,1,2026-03-02,C08429,IMPULSORA PLAZA CELAYA,CITY EXPRES PLUS MEXICALI (CPMXL),AV REPUBLICA DE CUBA 39,CUAUHTEMOC,MEXICALI,BC,21200,21,,,,
235301,1,2026-03-02,C07250,OPERADORA BOULEVARD PLAZA,CITY EXPRESS AEROPUERTO CIUDAD DE MEXICO (CECMA),BLVD PUERTO AEREO #90,"SANTA CRUZ AVIACION, DELEGACION VENUSTIANO CARRANZA",CIUDAD DE MEXICO,CMX,15540,21,,,,
235302,1,2026-03-02,C07175,IMPULSORA PLAZA JUAREZ,CITY EXPRESS AGUASCALIENTES SUR (CEAGU),BOULEVARD JOSE MARÍA CHAVEZ #1919,SAN PEDRO,AGUASCALIENTES,AGS,20280,12,,,,
235303,1,2026-03-02,C07258,IMPULSORA PLAZA ALTAMIRA,CITY EXPRESS ALTAMIRA (CEALT),AVENIDA DE LA INDUSTRIA #10680,LA LAGUNA DE LA PUERTA,ALTAMIRA,TAM,89609,6,,,,
235304,1,2026-03-02,C07258,IMPULSORA PLAZA ALTAMIRA,CITY EXPRESS ALTAMIRA (CEALT),AVENIDA DE LA INDUSTRIA #10680,LA LAGUNA DE LA PUERTA,ALTAMIRA,TAM,89609,6,,,,
235305,1,2026-03-02,C04178,LA ESTACION DE APIZACO,CITY EXPRESS APIZACO (CETXA),BLVD. EMILIO SANCHEZ PIEDRAS,CUAHUTEMOC,APIZACO,TLA,90300,14,,,,
235306,1,2026-03-02,C08936,SERVICIO DE PROMOCION Y COMERCIALIZACION DE ATITALAQUIA,CITY EXPRESS BY MARRIOTT TULA (CETUL),CARRETERA JOROBA TULA KM 25.8 SN,LA LOMA CARDONAL,ATITALAQUIA,HID,42970,11,,,,
235307,1,2026-03-02,C07214,IMPULSORA PLAZA JUAREZ,CITY EXPRESS CAMPECHE (CECPE),AV. ADOLFO RUIZ CORTINEZ #12,SECTOR FUNDADORES AH KIM PECH,SAN FRANCISCO DE CAMPECHE,CAM,24028,15,,,,
235308,1,2026-03-02,C07277,IMPULSORA PLAZA CANANEA,CITY EXPRESS CANANEA (CECNA),CARRETERA CANANEA AGUA PRIETA #2,CANANEA CENTRO,CANANEA,SON,84620,14,,,,
235309,3,2026-03-02,C04140,IMPULSORA PLAZA TAMAULIPAS,CITY EXPRESS CANCUN AEROPUERTO (CECHC),CARR FED KM17 SM301 MZ3 LT3,CANCUN,BENITO JUAREZ,QR,77569,25,,,,
235310,1,2026-03-02,C07609,IMPULSORA PLAZA CELAYA,CITY EXPRESS CHETUMAL (CECTM),PERDIZ #442,EMANCIPACION INFONAVIT,CHETUMAL,QR,77084,15,,,,
235311,1,2026-03-02,C07505,IMPULSORA PLAZA GUADALUPE,CITY EXPRESS CHIHUAHUA (CECHI),PERIFERICO DE LA JUVENTUD #6108,DESARROLLO COMERCIAL EL SAUCITO,CHIHUAHUA,CHI,31110,14,,,,
235312,3,2026-03-02,C03227,TAFER RESORTS MANAGEMENT,VILLAS DEL PALMAR CANCUN,CARRETERA A PUNTA SAM KM 5200 MANZANA 9 LOTE 3 SM2,ZONA CONTINENTAL,CANCUN,QR,77400,36,,,,
235314,3,2026-03-02,C08486,TULKAL HOSPITALITY SERVICES,"HILTON TULUM RIVIERA MAYA ALL-INCLUSIVE RESORT, MEXICO (CUNHI)",CARR KM 248+888 FRAC II L 01 REGION 001 MZ 101 LOTE 005,CIUDAD DE CHEMUYIL,Tulum,QR,77774,85,,,,
235315,3,2026-03-02,C08486,TULKAL HOSPITALITY SERVICES,"HILTON TULUM RIVIERA MAYA ALL-INCLUSIVE RESORT, MEXICO (CUNHI)",CARR KM 248+888 FRAC II L 01 REGION 001 MZ 101 LOTE 005,CIUDAD DE CHEMUYIL,Tulum,QR,77774,20,,,,
235316,3,2026-03-02,C07822,HOTEL CAPRI CARIBE,HYATT ZILARA CAPRI,CARRETERA FEDERAL CHETUMAL CANCUN 387 KM 299,SOLIDARIDAD,PLAYA DEL CARMEN,QR,77710,8,,,,
235322,1,2026-03-03,C07401,IMPULSORA PLAZA TIJUANA OTAY,CITY EXPRESS ENSENADA (CEESE),PROL. BLVD. COSTERO # 2849 LOTE B-1 A-2 M-29,CARLOS PACHECO,ENSENADA,BC,22890,12,,,,
235323,1,2026-03-03,C07173,DIMISE DESARROLLOS,CITY EXPRESS GUADALAJARA AEROPUERTO (CEGDA),CARRETERA GUADALAJARA A CHAPALA  #7610,LAS PINTITAS,EL SALTO,JAL,45693,20,,,,
235324,1,2026-03-03,C07554,IMPULSORA PLAZA SAN CARLOS,CITY EXPRESS GUAYMAS (CEGYM),BLVD. LUIS ENRIQUE ENCINAS JHONSON S/N,LAS QUINTAS,GUAYMAS,SON,85448,19,,,,
235325,1,2026-03-03,C07268,IMPULSORA PLAZA DE ZACATECAS,CITY EXPRESS GUSTAVO BAZ (CEBAZ),GUSTAVO BAZ #29,XOCOYAHUALCO,TLANEPANTLA,MEX,54080,12,,,,
235326,1,2026-03-03,C07203,IMPULSORA PLAZA HERMOSILLO,CITY EXPRESS HERMOSILLO (CEHMO),BLVD. RIO SONORA NORTE No. 96,VADO DEL RÍO,HERMOSILLO,SON,83078,18,,,,
235327,1,2026-03-03,C07317,IMPULSORA PLAZA VILLA HERMOSA,CITY EXPRESS LA PAZ (CELAP),CARRETERA LA PAZ - PICHILINGUE KM 2.5 S/N,LOMAS DE PALMIRA,LA PAZ,BCS,23010,17,,,,
235328,1,2026-03-03,C07256,IMPULSORA PLAZA JUAREZ,CITY EXPRESS LA RAZA (CELRZ),CALZADA VALLEJO # 296,SAN FRANSISCO XOCOTITLA,CIUDAD DE MEXICO,CMX,02960,24,,,,
235329,1,2026-03-03,C07189,IMPULSORA PLAZA JUAREZ,CITY EXPRESS MANZANILLO (CEZLO),BLVD. MIGUEL DE LA MADRID No. 1845,FRACC. PLAYA AZUL,MANZANILLO,COL,28218,14,,,,
235330,1,2026-03-03,C07241,IMPULSORA PLAZA TIJUANA,CITY EXPRESS MATAMOROS (CEMAT),AV PEDRO CARDENAS No 3993,INFONAVIT BUENAVISTA,MATAMOROS,TAM,87390,18,,,,
235331,1,2026-03-03,C02297,INMOBILIARIA HOTELERA PASO MONTEJO,CITY EXPRESS MERIDA (CEMID),CALLE 45 # 332 COL.BENITO JUAREZ NORTE,C.P. 97119,MERIDA,YUC,97119,1,,,,
235332,1,2026-03-03,C07199,IMPULSORA PLAZA NUEVO LAREDO,CITY EXPRESS NUEVO LAREDO (CENLD),AV. CESAR LOPEZ DE LARA #3940,MILITAR,NUEVO LAREDO,TAM,88289,10,,,,
235333,1,2026-03-03,C07198,IMPULSORA PLAZA DOS BOCAS,CITY EXPRESS PARAISO (CEPAT),CARRETERA FEDERAL PARAISO - EL BELLOTE S/N,LA CEIBA,PARAISO,TAB,86607,16,,,,
235334,1,2026-03-03,C07608,IMPULSORA PLAZA CELAYA,CITY EXPRESS PLUS EBC REFORMA (CEEBC),HAVRE #21,JUAREZ,CIUDAD DE MEXICO,DF2,06600,10,,,,
235335,1,2026-03-03,C08664,IMPULSORA PLAZA TIJUANA,CITY EXPRESS PLUS GUADALAJARA PROVIDENCIA (CPGDL),AV AMERICAS 1520,COUNTRY CLUB,GUADALAJARA,JAL,44610,18,,,,
235336,1,2026-03-03,C07418,IMPULSORA PLAZA TIJUANA,CITY EXPRESS PLUS INTERLOMAS (CPINT),BOULEVARD PALMAS HILLS LOTE 01 Y LOTE 02 MZ 02 S/N,VALLE DE LAS PALMAS,HUIXQUILUCAN,CMX,52787,14,,,,
